text,score,match_type,team,label
"A superb match has ended and Sri Lanka have beaten the second Asian gaints in another cliff-hanger. The top-three set up the run chase, and although the Indian middle order pulled things back, Sangakkara ensured the victory for the Sri Lankans. Thirimanne and Kusal Perera were solid at the start while Sangakkara made his 18th ODI hundred. Jadeja and Ashwin pulled things back in the middle overs, but the much haunted death bowling came back to haunt India.",Sri Lanka won by 2 wkts,ODI,India vs Sri Lanka,4
"Facing a Himalayan task, Pakistan needed a sturdy start. Shehzad and Hafeez lent that and set up the platform for Afridi to unleash mayhem on Bangladesh. The hosts did not know what hit them as Afridi produced another blast from his armoury to consign Mushfiqur's men to another heart breaking defeat. Fawad Alam was happy to play the pick-up-truck to Afridi's ferrari. Although both fell at the doorstep of victory, Umar Akmal sealed Pakistan's passage to the final.",Pakistan won by 3 wkts,ODI,Bangladesh vs Pakistan,3
"Al-Amin Hossain scuppered Sri Lanka's chase, snaring Kusal Perera and Sanga early. Things went from bad to worse when Thirimanne sold Mahela a dummy. But then, Angelo Mathews, borrowing the calmness of sufi saints, anchored the chase to perfection, helping Sri Lanka survive the Bangladesh scare and with it maintain their unbeaten streak in the run-up to the Asia Cup final. The spunky Chaturanga de Silva was unlucky to miss out a fifty of his own but proved the ideal foil for his skipper. ",Sri Lanka won by 3 wkts,ODI,Bangladesh vs Sri Lanka,3
"A deserving win for England. They never looked like losing this game, at least until the final few overs. Ramdin fought hard, scored his first ODI ton, also became the 1st West Indian keeper-batsman to get a ODI ton. But he got very little support from the rest of his mates. The top-order imploded, each batsman following the other in throwing their wicket away. The bowling was tidy, and if not for Ramdin the margin would have been even bigger. England have comeback from being 0-1 down to register a 2-1 series win.",England won by 25 runs,ODI,Windies vs England,3
"England got off to a worst possible start. They lost Hales and Wright in successive deliveries. Lumb was looking good before the pressure of the run rate got the better of him. Morgan started postively but he too could not convert his start. Bopara and Bresnan had some late flourish but the match had already slipped out of their hands. The main concern was the way they handled the spinners. Badree, Narine and Samules shared 6 wickets between them. They were economical and didn't give away any freebies to the batsmen.",West Indies won by 27 runs,T20,Windies vs England,2
"An amazing finish in the end by Sammy after they had lost 2 wickets in 2 balls and needed 40 from 30. Sammy played a sensible hand and muscled 3 sixes to shift the momentum back towards the Carribean side. Earlier the openers had gotten them off to a strong shot with Smith and Gayle firing on all the cylinders. But England fought back well in the middle overs and Bopara bowled a lovely spell conceding just 10 runs from his 4 overs and accounting for Gayle in the process. They lost Samuels and Russell to sucessive balls, but Sammy made sure they finished off on a winning note with a blistering unbeaten innings of 30 from just 9 balls. ",West Indies won by 5 wkts,T20,Windies vs England,4
"It's been a great game of cricket. Never quite sure who's going to win the match until the final ball. West Indies got off to a poor start in the chase by losing quick wickets but Simmons steadied the ship with a gritty fifty. Ramdin too gave him good company but the latter perished in pursuit of some quick runs. Sammy and Simmons tried their level best but couldn't quite hold their nerve to get over the line. Anyway, West Indies win the 3-match series 2-1.",England won by 5 runs,T20,Windies vs England,4
"A convincing performance from Bangladesh and they have all but sealed their entry into the main rounds. The target was hardly challenging, especially with the dew around. The bowling was disciplined but they were simply helpless in front of the assault from the Bangladesh batsmen. Tamim and Anamul started well, and Shakib finished it off in style. Nepal's spinners were undone by the dew, and had no chance of defending the paltry target.",Bangladesh won by 8 wkts,T20,Bangladesh vs Nepal,1
"A convincing performance by Ireland in a match that ended in bizzare circumstances. After having restricted UAE to a modest score, they started off in a fiery fashion. Paul Stirling had to retire hurt after getting a blow on his shoulder. Ed Joyce batted in a positive fashion and was well supported by skipper, Will Porterfield. They lost a clump of wickets towards the end before the match was finished abruptly, thanks to floodlight failure as well as rain. ",Ireland won by 21 runs (D/L method),T20,Ireland vs United Arab Emirates,1
"The Nepal bowlers set the ball rolling, reducing their arch-rivals to 5-50. Then, Shafiuqllah and Shenwari culled the rot briefly with some aggressive batsmanship. Stanikzai battled hard and went down blazing. While the spinners blocked all escape routes in the middle overs, Mukhiya excelled at the death with those Malinga-like accurate yorkers. Nepal's catching was another key ingredient in their victory.",Nepal won by 9 runs,T20,Afghanistan vs Nepal,4
"Wonderful performance from Hong Kong. Irfan Ahmed started off briskly, and for a moment Rahim looked a worried man. Shakib was unplayable tonight, he and the other spinners put Bangladesh right on top. Munir Dar though had different ideas, he kept the score-board ticking with cheeky ones, twos and the occassional boundaries. They again lost their way towards the end, but Amjad was coolness personified in the final over as he completed the victory march.",Hong Kong won by 2 wkts,T20,Bangladesh vs Hong Kong,3
What a match to kick start Super Sunday! The match swung like a pendulum until Pakistan came back strongly to win it. Australia started off poorly as they lost Warner and Watson in the first over. Maxwell and Finch seemed to be playing on a different pitch as they carved the bowling to all parts of the ground. They added 118-runs for the third wicket. Maxwell in particular seemed to be in a hurry as he got his fifty off just 18 balls. He looked well on course for a hundred before throwing it away. Finch carried on even though he kept losing partners at the end. He too got to his fifty but in the end there was too much to do for him.,Pakistan won by 16 runs,T20,Australia vs Pakistan,4
"India register their third comfortable win and become the first team to enter the semis. With this win India are now the No.1 T20 side in the World. It was nicely set up by the spinners and the batsmen didn't make much fuss of the target. Dhawan could not get going as he perished early but it was once again Rohit and Kohli who added a 100-run stand, the second in as many matches to see India through. Dhoni promoted himself up the order and spent some time out in the middle. Bangladesh bowlers did not have much in the bank. They tried their best but could not restrict the two in-form batsmen from playing their shots.",India won by 8 wkts,T20,Bangladesh vs India,2
"Another solid work-out for Brendon McCullum and his men. Guptill flopped again, but the skipper took it upon himself to lead the chase. He was hampered with a bad back, but did not allow that to affect him. He was well supported by the other batsmen as the chase was completed with ease. On the other hand, Netherlands fought bravely once again, and it was only the lack of experience that did them.",New Zealand won by 6 wkts,T20,Netherlands vs New Zealand,2
"It was a clinical run-chase from Australia. They were barely troubled by the shoddy Bangladesh bowlers, who were guilty of erring on the shorter side. Warner and Finch set the tone with a massive 98-run partnership. Both batsmen finally came into their own, wading into the bowling attack. Though both Finch and Maxi fell at the doorstep of victory, Bailey and White got Australia past the finish line to leave the tournament with a win.",Australia won by 7 wkts,ODI,Bangladesh vs Australia,2
West Indies started the match only after 15 overs. Sammy and Bravo gave them a formidable total. Then the bowlers responded strongly to bowl out the opposition and register the biggest win for their side in T20Is. Badree and Narine showed why they are ranked No. 1 and 2 bowlers in T20Is. Together they picked up 6 wickets and conceded only 26 runs. The rest of the bowlers chipped in and were also well backed up in the field.  ,West Indies won by 84 runs,T20,Pakistan vs Windies,3
"Afghanistan never looked in trouble as they chased down the target. Noor Ali threw away a start but the debutant, Usman Ghani made the most of the opportunity given. He scored a well compiled 70 and the inexperience showed when he played a poor shot when there was a hundred for the taking. Shaidi and Shenwari then added a 64-run stand for the fourth wicket before Shenwari tried to hurry things up. Nabi came out and did light work of the required runs. Hong Kong bowlers were not supported in the field as they put down four catches which did not help their cause.",Afghanistan won by 6 wkts,ODI,Afghanistan vs Hong Kong,3
The UAE innings was based on two partnerships. First between Amjad and Faris who added 70 runs for the opening wicket and then between Amjad and Khurram who stitched a 86-run stand for the fourth wicket. Amjad was looking good for a hundred but fell just short by two runs. Once he got out there was no support for Khurram and he too perished after a while. The Afghan bowlers were led by Rahmat Shah who picked up his maiden five wicket haul and was well supported by the rest of his mates.,Afghanistan won by 70 runs,ODI,Afghanistan vs United Arab Emirates,2
"A disciplined bowling effort by Sri Lanka has helped them defend a low total. 219 was never enough on this track, but the Irish batsmen couldn't handle Mendis and co and lost too many wickets at the start and they could never come back into the game after that. Lakmal and Kula shared 5 wickets between them and provided good support to Mendis. There was some rain during the start of the second innings, but luckily it stayed away and we could get a full game. ",Sri Lanka won by 79 runs,ODI,Ireland vs Sri Lanka,2
"In the end, Sri Lanka hold their nerve to clinch a narrow win by 9 runs. They had England under the mat in the middle overs, but leaked too many runs towards the death and Bopara ignited some hope for England with some lusty blows. However, the Sri Lankan bowlers bowled well at the death and ensured SL didn't fall short. Hales was a slow starter, but he compensated for it later and struck some meaty blows. Most of the batsmen were not able to pick Malinga as the Sri Lankan captain mixed his slower deliveries well and finished with the figures of 3/28 from his 4 overs.",Sri Lanka won by 9 runs,T20,England vs Sri Lanka,4
"It has been a professional display from England in the rain-hit game. First their batsmen got the runs and set-up a huge score for the Sri Lankan batsmen to chase down. Then their bowlers responded well by taking wickets at regular intervals. The visitors never really got going with the bat, Mahela was the only one who looked good at the crease but he too perished at the wrong time. The rest of the batsmen were troubled by Jordan, who was the pick of the bowlers with 3 wickets. He was well supported by the rest of the bowlers.",England won by 81 runs (D/L method),ODI,England vs Sri Lanka,3
"West Indies have comeback well to level the series 1-1. The visitors started off well with McCullum and Williamson going berserk but once Baz fell to Badree, they lost the momentum. Pollard tightened things in the middle with his variations and once the asking rate went up, the New Zealand batsmen failed to get the big hits away. They lost their last 8 wickets for 44 runs. Narine and Badree bowled superbly, while Cottrell also did a good job. ",West Indies won by 39 runs,T20,Windies vs New Zealand,2
"Though the rain made the run chase interesting for a while, India won the game easily in the end. Uthappa and Rahane put on 99 for the first wicket before the former fell very soon after completing his fifty. There was a long rain break and once play resumed, Bangladesh's spinners got some purchase and troubled the Indian batsmen for a short while. Pujara perished immediately after the restart but Rahane continued his fine form and completed his 6th ODI fifty before Ziaur held on to a stunner to dismiss him. Raina and Rayudu then finished the formalitites, helping India to the finish line.",Ind won by 7 wkts (D/L method),ODI,Bangladesh vs India,3
"South Africa finally have the monkey off their back. Chasing 340, Sri Lanka got off to a brilliant start scoring 99 runs in the first 10 overs. Kusal Perera got off the blocks in fine fashion, Dilshan and Sangakkara followed suit. A misunderstanding caused Dilshan's exit, and that was followed by a slump. Mathews fought hard for his 58, but the match was over once he was dismissed.",South Africa won by 82 runs,ODI,Sri Lanka vs South Africa,2
"What a thriller! We did not know the winner until the last ball of the game. The game swung like a pendulum. England started off well, by sending Rahane back early. Then Kohli and Dhawan added 79 for the second wicket, the former scoring his first fifty of the tour. He fell just when India were in control. Dhoni and Raina tried their best but some good death bowling did not allow them to score as freely as they would have liked. The Indian skipper kept his side in the game until the final delivery, but was not able to take them past the finishing line.",England won by 3 runs,T20,England vs India,5
"A comprehensive victory for the hosts. The opening stand of Raza and Hamilton added 224 runs and made it a stroll in the park. The latter went on to bring up his maiden ODI hundred, the knock was filled with strokes on both sides of the wicket. Hamilton played second fiddle and missed out on his ton by 7 runs. Taylor then came out and finished things with ease. Afghanistan bowlers didn't have any answers to the onslaught. They kept giving boundaries on a consistent basis and never looked like taking a wicket. The visitors will have a lot to ponder about for the next game.",Zimbabwe won by 8 wkts,ODI,Zimbabwe vs Afghanistan,4
Afghanistan have won! What a fantastic game. It is their second ODI win against an ICC full member nation as well as their highest successful ODI run chase. The last few overs were indeed thrilling. The visitors had got off to a fiery start before losing the plot in the middle overs. But sensible batting from the skipper and a cameo by Dawlat Zadran has helped them remain alive in this 4-match series.,Afghanistan won by 2 wkts,ODI,Zimbabwe vs Afghanistan,4
"Afghanistan have rumbled back strongly from 0-2 down to level the four-match ODI series. After the Nabi-Shafiqullah show with the bat, the Afghanistan bowlers set the ball rolling, reducing Zimbabwe to 6-29. The story could have been more shameful for the hosts if not for a fighting 64 from Mutumbami. He was the chief aggressor in a 97-run stand with Maruma. Eventually, Zimbabwe folded for 159, giving Afghanistan a big 100-run victory. ",Afghanistan won by 100 runs,ODI,Zimbabwe vs Afghanistan,3
" It's a comfortable win for Sri Lanka, they needed this to keep the series alive. Malinga removed Sharjeel early but Shehzad and Hafeez set up an attacking 96-run stand to fuel the chase. The latter in particular seemed in superb touch, essaying some lovely drives and cuts. However, the Sri Lankan spinners rallied to snatch the initiative from the visitors. The Pakistan batsmen played some rash shots and perished in the process.",Sri Lanka won by 77 runs,ODI,Sri Lanka vs Pakistan,3
"A professional performance by South Africa. They picked up three early wickets, but Williams and Hamilton Masakadza steadied the innings. The former being the aggressor, both men got to their fifties and threw it away. Once the 100-run stand was broken, Zimbabwe never seemed to go for the victory. Chigumbura was struggling with an injury to his leg, he was unable to run properly and debutant Jongwe tried his best but he too fell trying to accelerate.",South Africa won by 93 runs,ODI,Zimbabwe vs South Africa,2
"West Indies go 1-0 ahead. Things looked bleak at 34/5, but Ramdin and Pollard almost took them home during the course of a splendid 145-run stand for the 6th wicket. Pollard (89) was sublime and was well supported by Ramdin (74). Bangladesh envisioned fresh hopes of pulling off an upset win when both fell, but Jason Holder held his nerve to steer the hosts home.",West Indies won by 3 wkts,ODI,Windies vs Bangladesh,4
"Once the Tamim-Rahim stand was broken, Bangladesh were never really in the hunt. The asking rate pressure got the better of them and in the end West Indies have completed a massive win. 339 was chasable but the visitors didn't plan their chase properly. Anamul and Kayes played poor shots to put pressure on the rest of the batsmen. Rahim hung around but he couldn't score freely. Rampaul was the pick of the bowlers for the hosts, while the rest supported him very well.",West Indies won by 91 runs,ODI,Windies vs Bangladesh,3
"A throughly professional performace from the Australians. They batted first, started slowly and exploded in the last 10 overs. Zimbabwe had no chance in chasing the target down, but barring Hamiltom Masakadza (70), none of the other batsmen showed any aptitude. Mitchell Johnson was fast while Starc swung the ball to a nicety. The others chipped in with wickets while Steven Smith finished off the tail. Zimbabwe's coach, Steven Mongango, didn't look too plesed with his lads and the hosts have a tough job after this heavy defeat.",Australia won by 198 runs,ODI,Zimbabwe vs Australia,2
"Zimbabwe put Australia under pressure right from the word go. In fact, it was a blessing in disguise that Clarke opted to bat first as they were keen to bowl first. Spin was introduced as early as the second over and the Australian batsmen were never comfortable at the crease. Skipper Clarke though played a sensational innings, he had to retire hurt on 68 due to his troublesome hamstring and then some lusty blows from Haddin and Cutting at the death got them past 200. Clarke came out to bat in the last over as they lost 9 wickets but he didn't face a ball.",Zimbabwe won by 3 wkts,ODI,Zimbabwe vs Australia,3
"So a comprehensive win for Australia. Warner held the innings together, despite wickets falling at regular intervals at the start, and ensured that Australia got past the line quite comfortably in the end. Raza Hasan was the pick of the bowlers, picking up 2 wickets in his 4-over spell, while skipper Afridi too got himself into the wickets column. The pacers didn't have a great time and both Irfan and Riaz went for runs.",Australia won by 6 wkts,T20,Pakistan vs Australia,2
"In the end, you would have to say that it was a comfortable 59-run win for India, even though they let West Indies score freely after picking up early wickets. When West Indies were reduced to 121/5, it looked like India were quickly going to wrap things up, but Samuels and Russell hit some lusty blows to keep the game wide open. Samuels scored his 7th ODI hundred, but the Indian bowlers managed to get the breakthroughs at the fag end to dent the visitors.",India won by 59 runs,ODI,India vs Windies,3
"It has been a clinical performance from the South Africans. They never let the New Zealand batsmen to settle down and get the momentum to chase down the target. Guptill and Neesham could not provide the start that their team would have hoped for. Latham, Brownlie and McCullum all got starts, but none could convert it into a big score. Ronchi once again was the standout with the bat. The wicket-keeper showed immense application and was not afraid to play his shots. McClenaghan supported him well and the pair added 76 runs for the last wicket. Because of that partnership there was some respectability to the final score.",South Africa won by 72 runs,ODI,New Zealand vs South Africa,2
"So New Zealand beat Pakistan for the first time in 11 ODIs at Sharjah. The series is now 1-1, with three games to go. When Devcich and Brownline shared a 103-run opening stand, it looked like the visitors were going to win by a big margin, but Pakistan bounced back strongly and reduced the visitors to 167/5. Captain Williamson though, after a sensible fifty from Devcich early on, dropped anchor and ensured that New Zealand crossed the line with 24 balls to spare. He registered his 12th ODI fifty and it was his 6th fifty in his last 7 innings. Apart from Haris Sohail, who picked up three wickets, and Afridi (2 wickets), none of the Pakistani bowlers could trouble the batsmen.",New Zealand won by 4 wkts,ODI,Pakistan vs New Zealand,4
"It's 3-2 currently in the series with two matches to go. But for the last few overs, England paced their run chase very well and it's a well deserved victory for Alastair Cook & Co. The visitors got off to a positive start, but Moeen Ali threw it away. Captain Cook hung around for a while, but the returning Sachithra Senanayake trapped him LBW. James Taylor and Joe Root then steadied the ship with a fine century partnership. Although Taylor was dismissed after his second consecutive fifty, Root carried on and registered his 3rd ODI hundred. England lost a few wickets at the end, but Buttler and Root saw them through. Apart from Senanayake, who got three wickets, none of the Sri Lankan bowlers were impressive.",England won by 5 wkts,ODI,Sri Lanka vs England,4
"It was a Chris Gayle show at Newlands. He ran amok and scored 52 runs at one stage from just 11 balls, completing a 17-ball fifty in the process, the fastest by a West Indian batsman. He looked determined to finish it off on his own. But after his dismissal, for a 31-ball 77, West Indies threatened to undermine all his work. Samuels played a good hand, making a fine 41. The visitors lost a heap of wickets towards the end, but Gayle's knock had placed them in a comfortable position. Nothing much to say about South Africa's bowling, although Tahir impressed once again. The visitors go 1-0 up in the 3-match series.",West Indies won by 4 wkts,T20,South Africa vs Windies,4
"Chasing 232, the intent was pretty clear from Smith and Gayle. Though the former perished early, Gayle bludgeoned the bowling and shared a record 152-run stand for the second wicket with Samuels. It looked like West Indies would win with three overs to spare, but Wiese brought the hosts back by removing both in quick succession. The visitors lost their way slightly as South Africa picked up 5 wickets in a space of 38 runs. However, Sammy stayed calm when it mattered and took West Indies past the line to achieve a record win. Phew! Insane stuff from the Caribbean boys!",West Indies won by 4 wkts,T20,South Africa vs Windies,5
"Scotland gave it their all in defending the paltry 216 that their batsmen put up. At one stage, they had the Irish reeling at 5/100. However, Niall O'Brien held one end up and kept going even as wickets tumbled at the other end. In the end, the elder O'Brien brother remained unbeaten on 80 and took his side home. Wardlaw was the pick of the Scottish bowlers, he was well supported by the rest, but they just didn't have enough runs on the board.",Ireland won by 3 wkts,ODI,Ireland vs Scotland,3
"The Australian bowlers were exceptional. Although Starc had an off-day, the rest of his mates stepped up. Hazlewood was outstanding with the new ball, bowling tight line and lengths, Johnson was at his fearsome best and Maxwell too varied his pace to pick up his career-best figures. The fielding too was terrific as they pulled off some stunners in the field. Overall, it was an all-round performance from the hosts. ",Australia won by 112 runs,ODI,Australia vs England,3
"New Zealand win comprehensively at the end. They got off to a blazing start with Brendon McCullum going hard at the new ball. However, he perished in the fourth over after hitting four boundaries. Guptill and Latham got together and stitched a 44-run stand before the latter departed. Guptill followed soon after and it seemed at one point that they would miss the solidity of Williamson in the middle order. However, Taylor and Elliott then took on the mantle of seeing their team through. Taylor's good form in 2015 continues and Elliott continues to justify his selection in the World Cup squad ahead of Neesham. Both registered fifties and took the hosts home. The Pakistani bowlers bowled well in patches, but nothing to really trouble the Kiwis.",New Zealand won by 7 wkts,ODI ,New Zealand vs Pakistan,3
"Another comprehensive victory for New Zealand. Pakistan started off well through Shehzad and Hafeez, who added 111 runs for the opening stand. Both batsmen got to their respective fifties before the former threw it away. Hafeez kept going, but the climbing run-rate got the better off him. Misbah came out with an attacking mindset, but didn't get any support from the other end. None of the other Pakistani batsmen tried to play themselves in as they all fell while looking for runs.",New Zealand won by 119 runs,ODI,New Zealand vs Pakistan,2
"Another comprehensive win for the Proteas. They have sealed the T20I series 2-0. Soumya Sarkar got Bangladesh off to a blazing start, Tamim struggled but stuck it out for a while before Parnell sent him packing. However, the introduction of spin brought about the downfall of the hosts. Bangladesh were never in the game once they lost Sarkar and Shakib. Leie was excellent with his leg-breaks and was well supported by Phangiso and Abbott. The trio shared 9 wickets between them. A mention should be made of the South African fielding as well as they took some terrific catches.",South Africa won by 31 runs,T20,Bangladesh vs South Africa,3
"At 97/0, Zimbabwe would have had high hopes of bagging a rare series win, but the wickets of Chamu Chibhabha, Hamilton Masakadza and Elton Chigumbura in quick succession hurt them badly. Craig Ervine and Sean Williams were involved in a brisk stand but the former ran himself out. Soon Sikandar Raza gifted his wicket away and with Regis Chakabva too following him shortly, Zimbabwe looked down and out. However, Graeme Cremer gave decent support to Williams, who was fighting hard. The left-hander also recorded a fifty but once that partnership was broken, New Zealand managed to pick wickets at regular intervals and eventually sealed the match with 14 balls to spare. Mitchell McClenaghan was the pick of the bowlers with three wickets, while Ish Sodhi bagged two.",New Zealand won by 38 runs,ODI,Zimbabwe vs New Zealand,3
"A fine all-round show by the tourists helped them to thrash Zimbabwe in the only T20I. If George Worker essayed an enterprising knock, then the bowlers picked up wickets at regular intervals to restrict the hosts to a meagre total. Adam Milne and Mitchell McClenaghan bowled with a good burst of pace to trouble the opposition ranks and made key breakthroughs. James Neesham, Ish Sodhi and Nathan McCullum were also among the wickets. Zimbabwe never seemed to be in the game after losing early wickets. Only Craig Ervine played a handy knock. New Zealand were also very good in the field. Earlier, Worker on his T20I debut, explored every nook and corner of the ground to smash a fifty. Luke Ronchi and Colin Munro notched up quick-fire cameos in the end overs.",New Zealand won by 80 runs,T20,Zimbabwe vs New Zealand,2
"South Africa put up a fine all-round show to overcome the tourists in the first T20I. Hashim Amla held the innings together with a steady knock. Rilee Rossouw and AB de Villiers played breezy knocks as the hosts registered a convincing win. When van Wyk was dismissed, New Zealand had a window of opportunity, but the 50-run stand between de Villiers and Amla put the home team in command. Even though, Rossouw and Amla lost their wickets in the end, the Proteas coasted towards an easy win. Doug Bracewell, Mitchell McClenaghan, Adam Milne and George Worker picked up a wicket apiece, but they needed more from their bowlers.",South Africa won by 6 wkts,T20,South Africa vs New Zealand,2
"The players shake hands with each other and the Australian players are all smiles as they walk back. When the third wicket partnership between Niall O'Brien and Ed Joyce was growing strong, Australia were under serious pressure, but once that stand was broken, the visitors came back well to gain the upper hand. The start wasn't good for Ireland as they lost the openers inside 2 overs, but Ed Joyce and Niall O'Brien steadied the innings. There were a few rain breaks and it looked as if it was going to favour the team batting second, but Australia captured key moments to seal the contest. Nathan Coulter-Nile finished with three wickets, while Mitchell Starc and Pat Cummins bagged two apiece.*",Australia won by 23 runs (D/L method),ODI,Ireland vs Australia,2
"Despite putting up a fine all-round show in the field, the hosts slipped towards a defeat. Imad Wasim starred for the visitors by picking up four wickets in his quota of four overs. On a track, where it was stopping on the batsmen, Zimbabwe struggled to counter the unremitting control of Imad. Hamilton Masakadza showed self-belief at top of the order. However, just when it felt as if, he had steadied the innings, Masakadza was dismissed by the man of the moment, Imad. Chigumbura then landed a few powerful blows and stitched a key stand with Utseya, but they had too much to do.",Pakistan won by 13 runs,T20,Zimbabwe vs Pakistan,4
"Another abject performance with the bat from the hosts. The top-order fell in a heap and despite the best efforts of Sean Williams and Sikandar Raza, it was a mountain that proved too steep. Chigumbura struck some late blows, but it only lessened the margin of defeat. Once again, Pakistan's bowling turned out to the difference between the two teams. Imad Wasim was impressive once again and the pacers made sure that his efforts didn't go waste.",Pakistan won by 15 runs,T20,Zimbabwe vs Pakistan,3
"Miller failed to impress once again and Behardien failed to convert a start. However, de Villiers was growing strong at one end and at one stage it appeared as if he would single-handedly take the Proteas home. Soon after he completed his 22nd ODI hundred, Bhuvneshwar removed him and South Africa could never really recover from the blow. Eventually, Dhoni's boys sealed the contest by 35 runs, but the captain would have ideally wanted his bowlers to bowl the opposition out. Bhuvi bagged three wickets, while Harbhajan picked up two. Mohit, Axar and Mishra bagged a wicket each.",India won by 35 runs,ODI,India vs South Africa,4
"England didn't get to the best of starts as they lost Roy and Root inside the first six overs. Morgan and Hales held the innings together and stitched a 60-run stand for the third wicket. Hales looked good in his stay, but the 20-year old Zafar Gohar nipped him out with a lovely flighted delivery. Morgan soon followed Hales as he missed a straighter one from Malik. Once Morgan got out, it seemed as if Pakistan were right back in the game. Although Taylor and the under-pressure Buttler had a tough initial period, the duo nudged and nurdled their way to a match-winning 117 run partnership and helped England lead this 4-match ODI series.",England won by 6 wkts,ODI,Pakistan vs England,4
"225 was a tricky chase but Sri Lanka handled it pretty well and in the end won the game easily. Just like the previous game, Kusal Perera and Tillakaratne Dilshan got the side off to a great start. Sunil Narine though came on and knocked over the latter first ball with a seam-up ball that swung back in and totally deceived the batsman. Lahiru Thirmanne then joined Perera at the crease and the duo shared a massive 156-run stand for the second wicket to ensure a smooth sail for the hosts. Perera fell 1 run short of what would have been a well-deserved 3rd ODI hundred. By the time he got out, Sri Lanka were well ahead and Dinesh Chandimal and Thirmanne completed the formalities. Barring Narine, none of West Indies' bowlers were impressive.",Sri Lanka won by 8 wkts (D/L method),ODI,Sri Lanka vs Windies,3
"Zimbabwe might have taken it to the 50th over, but they were always in control of the run-chase. Mutumbami looked in good touch as he brought up his third ODI fifty. Cameo from Williams in the middle kept the scoreboard moving. Then the experienced duo of Chigumbura and Raza were calm as they took their team over the finish line. Afghanistan bowled tight line and lengths, but they did not have enough runs on the board. Amir Hamza was the pick of the bowlers as he ended with figures of 3 for 47. Another 15-20 runs would have made the match more interesting.",Zimbabwe won by 6 wkts,ODI,Zimbabwe vs Afghanistan,2
"The tourists played with pluck and steel to pull off a thrilling win and seal the series 2-0. Usman Ghani and Mohammad Shahzad gave them a rollicking start with an enterprising stand of 95. However, both of them fell in quick succession. Zimbabwe then clawed their way back into the game by taking wickets at regular intervals. It was Gulbadin Naib, who held the innings together with a determined effort. He remained not out and guided them home. Shafiqullah too played his part with a crucial boundary in the final over. Earlier, Sean Williams and Mutumbami had taken the hosts to a substantial total.",Afghanistan won by 5 wkts,T20,Zimbabwe vs Afghanistan,2
"A crushing victory for New Zealand. Brendon McCullum was off to a flier, he was well supported by Martin Guptill. The Sri Lankan bowlers didn't know what hit them. McCullum registered his fifty in 23 balls, Guptill was just slightly slower and New Zealand got their team 100 in the 9th over. Both fell but the task had been completed by then. Nicholls helped himself to useful runs as the hosts' chased down the target - with 174 balls to spare.",New Zealand won by 7 wkts,ODI ,New Zealand vs Sri Lanka,2
"A complete performance from Angelo Mathews and his men. The bowlers put up an impressive performance, restricting the hosts to a par score on this pitch. Danushka Gunathilaka was a man on a mission, belting a 45-ball 65. Dilshan was happy to play second fiddle, but took over after his partner fell. He was unlucky to be dismissed in the nervous nineties. Lahiru Thirimanne then ensured that there were no further hiccups as he took his team home, in the company of Dinesh Chandimal.",Sri Lanka won by 8 wkts,ODI,New Zealand vs Sri Lanka,2
"Riding on Luke Jongwe's 5-for, Zimbabwe thrashed their opposition ranks to script a superb turnaround and emerge victorious. With this win, Zimbabwe now trail the series 1-2. Only Mohammad Shahzad checked in a series of shots to keep the scorecard ticking for the hosts. Rest of the batsmen though, fell to Jongwe and Madziva's incisive bowling. The duo shared eight wickets between them. Earlier, Masakadaza and Cremer stitched a key century stand to help the tourists make a smart recovery after they lost a slew of wickets up front. In the end, Zimbabwe's total proved to be too much for Afghanistan.",Zimbabwe won by 117 runs,ODI,Afghanistan vs Zimbabwe,2
"Changes in the batting order didn't help the Zimbabwean cause as they got off to a disastrous start, losing five wickets in quick succession. Their innings never took off as they were reeling at 34/5 early on. Masakadza and Moor then got together for a 71-run stand, but Zimbabwe were always chasing the leather. The Zimbabwean opener got to his fifty, but both Moor and him departed soon after. It was only a matter of time before Afghanistan wrapped things up after that, which they did with the first ball of the 18th over.",Afghanistan won by 81 runs,T20,Afghanistan vs Zimbabwe,2
"The hosts were off to a flier, Warner and Finch meant business, right from the first ball. They were helped along by some ordinary bowling by Ashwin. Bumrah came in and provided the visitors with some relief, Warner fell for 17. Steve Smith and Finch looked in cruise control, until the former was sent back by Jadeja. It was followed by a dramatic collapse. 4 wickets went down in quick succession. The late order had too much to do and ended up throwing their wickets in the process.",India won by 37 runs,T20,Australia vs India,3
"New Zealaned looked like they were coasting towards victory at one stage, but a middle-order meltdown cost them dear. They lost Guptill early, after a horrible misunderstanding with his skipper. It didn't matter a lot, Williamson struggled but fought his guts out, Munro took the attack to the bowling and an easy win was on the cards. Pakistan kept pegging away, Munro was cleaned up for 56, the inexperienced middle-order faltered and Williamson was left to do too much towards the end.",Pakistan won by 16 runs,T20,New Zealand vs Pakistan,3
"New Zealand go 1-0 up in the 3-match series. No one would have thought about this result when the hosts slumped to 99/6 after being asked to bat first. Nicholls and Santner lead the recovery. Henry and McClenaghan made merry towards the end, although the latter was felled by a hostile bouncer. That forced him out of the game and Williamson was left a bowler short. Elliott filled up for the breach, his bowling was disciplined and he was helped along by some reckless batting from Pakistan's openers. Hafeez and Babar Azam led the recovery, but both fell to indiscreet shots. The pressure of the rising rate took its toll on the rest and the tail collapsed badly, despite a brief fight from Sarfraz.",New Zealand won by 70 runs,ODI,New Zealand vs Pakistan,3
